name,cd_nom,lb_nom_key,label,regne
699974,699974,Acacia fulgens,Acacia fulgens{699974},Plantae
455260,455260,Acacia glauca,Acacia glauca{455260},Plantae
639233,639233,Acacia glauca (#ref),Acacia glauca (#ref){639233},Plantae
699975,699975,Acacia granulosa,Acacia granulosa{699975},Plantae
631216,631216,Acacia guadalupensis,Acacia guadalupensis{631216},Plantae
767321,767321,Acacia guianensis,Acacia guianensis{767321},Plantae
707273,707273,Acacia habbasoides,Acacia habbasoides{707273},Plantae
705753,705753,Acacia heterophylla (#ref),Acacia heterophylla (#ref){705753},Plantae
447336,447336,Acacia holosericea (#ref),Acacia holosericea (#ref){447336},Plantae
79694,79694,Acacia horrida,Acacia horrida{79694},Plantae
784834,784834,Acacia implexa var. brevipes,Acacia implexa var. brevipes{784834},Plantae
707275,707275,Acacia indica,Acacia indica{707275},Plantae
453152,453152,Acacia insularum,Acacia insularum{453152},Plantae
79695,79695,Acacia irrorata,Acacia irrorata{79695},Plantae
448281,448281,Acacia ixiophylla (#ref),Acacia ixiophylla (#ref){448281},Plantae
79696,79696,Acacia julibrissin,Acacia julibrissin{79696},Plantae
631217,631217,Acacia jupunba,Acacia jupunba{631217},Plantae
79697,79697,Acacia karoo,Acacia karoo{79697},Plantae
447337,447337,Acacia karroo (#ref),Acacia karroo (#ref){447337},Plantae
705754,705754,Acacia koa (#ref),Acacia koa (#ref){705754},Plantae
453154,453154,Acacia lebbeck,Acacia lebbeck{453154},Plantae
644011,644011,Acacia leptosperma,Acacia leptosperma{644011},Plantae
455814,455814,Acacia leucocephala,Acacia leucocephala{455814},Plantae
637560,637560,Acacia leucocephala,Acacia leucocephala{637560},Plantae
79698,79698,Acacia longifolia (#ref),Acacia longifolia (#ref){79698},Plantae
718630,718630,Acacia longifolia var. longifolia (#ref),Acacia longifolia var. longifolia (#ref){718630},Plantae
718631,718631,Acacia longifolia var. sophorae (#ref),Acacia longifolia var. sophorae (#ref){718631},Plantae
79699,79699,Acacia lophantha,Acacia lophantha{79699},Plantae
631218,631218,Acacia lutea,Acacia lutea{631218},Plantae
628993,628993,Acacia macracantha (#ref),Acacia macracantha (#ref){628993},Plantae
631219,631219,Acacia macracanthoides,Acacia macracanthoides{631219},Plantae
631220,631220,Acacia macroloba,Acacia macroloba{631220},Plantae
631221,631221,Acacia malacocentra,Acacia malacocentra{631221},Plantae
447341,447341,Acacia mangium (#ref),Acacia mangium (#ref){447341},Plantae
631222,631222,Acacia martinicensis,Acacia martinicensis{631222},Plantae
79700,79700,Acacia mearnsii (#ref),Acacia mearnsii (#ref){79700},Plantae
79701,79701,Acacia melanoxylon (#ref),Acacia melanoxylon (#ref){79701},Plantae
631223,631223,Acacia microcephala,Acacia microcephala{631223},Plantae
79702,79702,Acacia mollissima,Acacia mollissima{79702},Plantae
628994,628994,Acacia muricata (#ref),Acacia muricata (#ref){628994},Plantae
453151,453151,Acacia myriadena,Acacia myriadena{453151},Plantae
79703,79703,Acacia nemu,Acacia nemu{79703},Plantae
447338,447338,Acacia nilotica,Acacia nilotica{447338},Plantae
448678,448678,Acacia nilotica subsp. indica,Acacia nilotica subsp. indica{448678},Plantae
631224,631224,Acacia nudiflora,Acacia nudiflora{631224},Plantae
767322,767322,Acacia paniculata,Acacia paniculata{767322},Plantae
631225,631225,Acacia paniculata,Acacia paniculata{631225},Plantae
767323,767323,Acacia paniculiflora,Acacia paniculiflora{767323},Plantae
717048,717048,Acacia paradoxa (#ref),Acacia paradoxa (#ref){717048},Plantae
631226,631226,Acacia parvifolia,Acacia parvifolia{631226},Plantae
705755,705755,Acacia pennatula (#ref),Acacia pennatula (#ref){705755},Plantae
447339,447339,Acacia peuce (#ref),Acacia peuce (#ref){447339},Plantae
670794,670794,Acacia podalyriifolia (#ref),Acacia podalyriifolia (#ref){670794},Plantae
628995,628995,Acacia polyacantha (#ref),Acacia polyacantha (#ref){628995},Plantae
631227,631227,Acacia portoricensis,Acacia portoricensis{631227},Plantae
79704,79704,Acacia pravissima (#ref),Acacia pravissima (#ref){79704},Plantae
79705,79705,Acacia provincialis,Acacia provincialis{79705},Plantae
767324,767324,Acacia psilostachya,Acacia psilostachya{767324},Plantae
767325,767325,Acacia pulcherrima,Acacia pulcherrima{767325},Plantae
79706,79706,Acacia pycnantha (#ref),Acacia pycnantha (#ref){79706},Plantae
188680,188680,Acacia (#ref),Acacia (#ref){188680},Plantae
79707,79707,Acacia retinodes (#ref),Acacia retinodes (#ref){79707},Plantae
628996,628996,Acacia retusa (#ref),Acacia retusa (#ref){628996},Plantae
79708,79708,Acacia riceana (#ref),Acacia riceana (#ref){79708},Plantae
637561,637561,Acacia riparia,Acacia riparia{637561},Plantae
631228,631228,Acacia rohriana,Acacia rohriana{631228},Plantae
79709,79709,Acacia salicina (#ref),Acacia salicina (#ref){79709},Plantae
79710,79710,Acacia saligna (#ref),Acacia saligna (#ref){79710},Plantae
631229,631229,Acacia sarmentosa,Acacia sarmentosa{631229},Plantae
628997,628997,Acacia scleroxyla (#ref),Acacia scleroxyla (#ref){628997},Plantae
631230,631230,Acacia selloi,Acacia selloi{631230},Plantae
447343,447343,Acacia simplex (#ref),Acacia simplex (#ref){447343},Plantae
453155,453155,Acacia simplicifolia,Acacia simplicifolia{453155},Plantae
631231,631231,Acacia spadicigera,Acacia spadicigera{631231},Plantae
447344,447344,Acacia spirorbis (#ref),Acacia spirorbis (#ref){447344},Plantae
767326,767326,Acacia subdimidiata,Acacia subdimidiata{767326},Plantae
631232,631232,Acacia suma,Acacia suma{631232},Plantae
631233,631233,Acacia suma,Acacia suma{631233},Plantae
637562,637562,Acacia sundra,Acacia sundra{637562},Plantae
631234,631234,Acacia sundra,Acacia sundra{631234},Plantae
628999,628999,Acacia tamarindifolia (#ref),Acacia tamarindifolia (#ref){628999},Plantae
631235,631235,Acacia tenuifolia,Acacia tenuifolia{631235},Plantae
629000,629000,Acacia tenuifolia (#ref),Acacia tenuifolia (#ref){629000},Plantae
741437,741437,Acacia tenuifolia var. producta (#ref),Acacia tenuifolia var. producta (#ref){741437},Plantae
741439,741439,Acacia tenuifolia var. tenuifolia (#ref),Acacia tenuifolia var. tenuifolia (#ref){741439},Plantae
631236,631236,Acacia tetragona,Acacia tetragona{631236},Plantae
629001,629001,Acacia tortuosa (#ref),Acacia tortuosa (#ref){629001},Plantae
79711,79711,Acacia verticillata (#ref),Acacia verticillata (#ref){79711},Plantae
631237,631237,Acacia vincentis,Acacia vincentis{631237},Plantae
631238,631238,Acacia vincentis,Acacia vincentis{631238},Plantae
631239,631239,Acacia vogeliana,Acacia vogeliana{631239},Plantae
631240,631240,Acacia westiana,Acacia westiana{631240},Plantae
639235,639235,Acaciella curassavica,Acaciella curassavica{639235},Plantae
721425,721425,Acaena adscendens,Acaena adscendens{721425},Plantae
721426,721426,Acaena affinis,Acaena affinis{721426},Plantae
780136,780136,Acaena insularis (#ref),Acaena insularis (#ref){780136},Plantae
721424,721424,Acaena magellanica (#ref),Acaena magellanica (#ref){721424},Plantae
721423,721423,Acaena (#ref),Acaena (#ref){721423},Plantae
231711,231711,Acaenitus dubitator (#ref),Acaenitus dubitator (#ref){231711},Animalia
209760,209760,Acaenitus (#ref),Acaenitus (#ref){209760},Animalia
698924,698924,Acaenodera nautili (#ref),Acaenodera nautili (#ref){698924},Animalia
698923,698923,Acaenodera (#ref),Acaenodera (#ref){698923},Animalia
376932,376932,Acaenomolgus protulae (#ref),Acaenomolgus protulae (#ref){376932},Animalia
356862,356862,Acaenomolgus (#ref),Acaenomolgus (#ref){356862},Animalia
79712,79712,Acaenops pilosus,Acaenops pilosus{79712},Plantae
622775,622775,Acaeroplastes melanurus melanurus (#ref),Acaeroplastes melanurus melanurus (#ref){622775},Animalia
237076,237076,Acaeroplastes melanurus (#ref),Acaeroplastes melanurus (#ref){237076},Animalia
18813,18813,Acaeroplastes melanurus sardous (#ref),Acaeroplastes melanurus sardous (#ref){18813},Animalia
202737,202737,Acaeroplastes (#ref),Acaeroplastes (#ref){202737},Animalia
720175,720175,Acalitus amicorum (#ref),Acalitus amicorum (#ref){720175},Animalia
720151,720151,Acalitus amydros (#ref),Acalitus amydros (#ref){720151},Animalia
221353,221353,Acalitus brevitarsus (#ref),Acalitus brevitarsus (#ref){221353},Animalia
221354,221354,Acalitus calycophthirus (#ref),Acalitus calycophthirus (#ref){221354},Animalia
638051,638051,Acalitus capparidis (#ref),Acalitus capparidis (#ref){638051},Animalia
638049,638049,Acalitus capsica (#ref),Acalitus capsica (#ref){638049},Animalia
638053,638053,Acalitus comptus (#ref),Acalitus comptus (#ref){638053},Animalia
638055,638055,Acalitus cracens (#ref),Acalitus cracens (#ref){638055},Animalia
720162,720162,Acalitus granulatus (#ref),Acalitus granulatus (#ref){720162},Animalia
221355,221355,Acalitus longisetosus (#ref),Acalitus longisetosus (#ref){221355},Animalia
638057,638057,Acalitus macrosetosus (#ref),Acalitus macrosetosus (#ref){638057},Animalia
638054,638054,Acalitus maracai (#ref),Acalitus maracai (#ref){638054},Animalia
638059,638059,Acalitus odoratus (#ref),Acalitus odoratus (#ref){638059},Animalia
221356,221356,Acalitus phloeocoptes (#ref),Acalitus phloeocoptes (#ref){221356},Animalia
221357,221357,Acalitus phyllereus (#ref),Acalitus phyllereus (#ref){221357},Animalia
201848,201848,Acalitus (#ref),Acalitus (#ref){201848},Animalia
221358,221358,Acalitus rudis (#ref),Acalitus rudis (#ref){221358},Animalia
638060,638060,Acalitus simplex (#ref),Acalitus simplex (#ref){638060},Animalia
221359,221359,Acalitus stenaspis (#ref),Acalitus stenaspis (#ref){221359},Animalia
774120,774120,Acallepitrix constantina (#ref),Acallepitrix constantina (#ref){774120},Animalia
774121,774121,Acallepitrix mahulena (#ref),Acallepitrix mahulena (#ref){774121},Animalia
774122,774122,Acallepitrix melanoxantha (#ref),Acallepitrix melanoxantha (#ref){774122},Animalia
774119,774119,Acallepitrix (#ref),Acallepitrix (#ref){774119},Animalia
16423,16423,Acalles abstersus,Acalles abstersus{16423},Animalia
16474,16474,Acalles (Acalles) albopictus,Acalles (Acalles) albopictus{16474},Animalia
16418,16418,Acalles (Acalles) aubei,Acalles (Acalles) aubei{16418},Animalia
16436,16436,Acalles (Acalles) camelosus,Acalles (Acalles) camelosus{16436},Animalia
16478,16478,Acalles (Acalles) diocletianus,Acalles (Acalles) diocletianus{16478},Animalia
16488,16488,Acalles (Acalles) dromedarius,Acalles (Acalles) dromedarius{16488},Animalia
16429,16429,Acalles (Acalles) henoni,Acalles (Acalles) henoni{16429},Animalia
16434,16434,Acalles (Acalles) humerosus,Acalles (Acalles) humerosus{16434},Animalia
16444,16444,Acalles (Acalles) incognitus,Acalles (Acalles) incognitus{16444},Animalia
16446,16446,Acalles (Acalles) lemur,Acalles (Acalles) lemur{16446},Animalia
16453,16453,Acalles (Acalles) parvulus,Acalles (Acalles) parvulus{16453},Animalia
16431,16431,Acalles (Acalles) portusveneris,Acalles (Acalles) portusveneris{16431},Animalia
16440,16440,Acalles (Acalles) ptinoides,Acalles (Acalles) ptinoides{16440},Animalia
16416,16416,Acalles (Acalles) pulchellus,Acalles (Acalles) pulchellus{16416},Animalia
16467,16467,Acalles (Acalles) punctaticollis,Acalles (Acalles) punctaticollis{16467},Animalia
16426,16426,Acalles (Acalles) pyrenaeus,Acalles (Acalles) pyrenaeus{16426},Animalia
16476,16476,Acalles (Acalles) querilhaci,Acalles (Acalles) querilhaci{16476},Animalia
16422,16422,Acalles (Acalles) roboris,Acalles (Acalles) roboris{16422},Animalia
16493,16493,Acalles (Acalles) rolleti,Acalles (Acalles) rolleti{16493},Animalia
16420,16420,Acalles (Acalles) solarii,Acalles (Acalles) solarii{16420},Animalia
16472,16472,Acalles (Acalles) teter,Acalles (Acalles) teter{16472},Animalia
16465,16465,Acalles (Acalles) tibialis,Acalles (Acalles) tibialis{16465},Animalia
16483,16483,Acalles (Acalles) tuberculatus,Acalles (Acalles) tuberculatus{16483},Animalia
16411,16411,Acalles (Acallocrates) denticollis,Acalles (Acallocrates) denticollis{16411},Animalia
16479,16479,Acalles affinis,Acalles affinis{16479},Animalia
16473,16473,Acalles albopictus,Acalles albopictus{16473},Animalia
645065,645065,Acalles amplicollis,Acalles amplicollis{645065},Animalia
16417,16417,Acalles aubei (#ref),Acalles aubei (#ref){16417},Animalia
16435,16435,Acalles camelosus,Acalles camelosus{16435},Animalia
242499,242499,Acalles camelus (#ref),Acalles camelus (#ref){242499},Animalia
760537,760537,Acalles cayennensis (#ref),Acalles cayennensis (#ref){760537},Animalia
640595,640595,Acalles clunaris,Acalles clunaris{640595},Animalia
16462,16462,Acalles commutatus,Acalles commutatus{16462},Animalia
409287,409287,Acalles crenatus,Acalles crenatus{409287},Animalia
16410,16410,Acalles denticollis,Acalles denticollis{16410},Animalia
16451,16451,Acalles dieckemanni,Acalles dieckemanni{16451},Animalia
242500,242500,Acalles dieckmanni (#ref),Acalles dieckmanni (#ref){242500},Animalia
16477,16477,Acalles diocletianus,Acalles diocletianus{16477},Animalia
409293,409293,Acalles discors,Acalles discors{409293},Animalia
16487,16487,Acalles dromedarius,Acalles dromedarius{16487},Animalia
16458,16458,Acalles dubius (#ref),Acalles dubius (#ref){16458},Animalia
774341,774341,Acalles dufaui (#ref),Acalles dufaui (#ref){774341},Animalia
16456,16456,Acalles echinatus,Acalles echinatus{16456},Animalia
16461,16461,Acalles echinatus (#ref),Acalles echinatus (#ref){16461},Animalia
640596,640596,Acalles errans,Acalles errans{640596},Animalia
242501,242501,Acalles fallax (#ref),Acalles fallax (#ref){242501},Animalia
409289,409289,Acalles fasciculatus,Acalles fasciculatus{409289},Animalia
16424,16424,Acalles germanicus,Acalles germanicus{16424},Animalia
409291,409291,Acalles giraudi,Acalles giraudi{409291},Animalia
640597,640597,Acalles gonoderus,Acalles gonoderus{640597},Animalia
16428,16428,Acalles henoni,Acalles henoni{16428},Animalia
16433,16433,Acalles humerosus (#ref),Acalles humerosus (#ref){16433},Animalia
774342,774342,Acalles hustachei (#ref),Acalles hustachei (#ref){774342},Animalia
16443,16443,Acalles incognitus,Acalles incognitus{16443},Animalia
760538,760538,Acalles lecorrei (#ref),Acalles lecorrei (#ref){760538},Animalia
252837,252837,Acalles lemur lemur (#ref),Acalles lemur lemur (#ref){252837},Animalia
16445,16445,Acalles lemur (#ref),Acalles lemur (#ref){16445},Animalia
16432,16432,Acalles luigionii,Acalles luigionii{16432},Animalia
409292,409292,Acalles lusitanicus,Acalles lusitanicus{409292},Animalia
16463,16463,Acalles micros (#ref),Acalles micros (#ref){16463},Animalia
16413,16413,Acalles minutesquamosus,Acalles minutesquamosus{16413},Animalia
16459,16459,Acalles misellus (#ref),Acalles misellus (#ref){16459},Animalia
409285,409285,Acalles monstrosus,Acalles monstrosus{409285},Animalia
16441,16441,Acalles nocturnus,Acalles nocturnus{16441},Animalia
409299,409299,Acalles nudiusculus,Acalles nudiusculus{409299},Animalia
16452,16452,Acalles parvulus (#ref),Acalles parvulus (#ref){16452},Animalia
409286,409286,Acalles peninsularis,Acalles peninsularis{409286},Animalia
409290,409290,Acalles plagiatofasciatus,Acalles plagiatofasciatus{409290},Animalia
640598,640598,Acalles planipennis (#ref),Acalles planipennis (#ref){640598},Animalia
16430,16430,Acalles portusveneris,Acalles portusveneris{16430},Animalia
16455,16455,Acalles ptinoides,Acalles ptinoides{16455},Animalia
16439,16439,Acalles ptinoides (#ref),Acalles ptinoides (#ref){16439},Animalia
16415,16415,Acalles pulchellus (#ref),Acalles pulchellus (#ref){16415},Animalia
16466,16466,Acalles punctaticollis,Acalles punctaticollis{16466},Animalia
16425,16425,Acalles pyrenaeus,Acalles pyrenaeus{16425},Animalia
409295,409295,Acalles quercus,Acalles quercus{409295},Animalia
16475,16475,Acalles querilhaci,Acalles querilhaci{16475},Animalia
188681,188681,Acalles (#ref),Acalles (#ref){188681},Animalia
16421,16421,Acalles roboris,Acalles roboris{16421},Animalia
16492,16492,Acalles rolleti,Acalles rolleti{16492},Animalia
409284,409284,Acalles rufirostris,Acalles rufirostris{409284},Animalia
645070,645070,Acalles samoanus (#ref),Acalles samoanus (#ref){645070},Animalia
640599,640599,Acalles scapularis,Acalles scapularis{640599},Animalia
16450,16450,Acalles setulipennis (#ref),Acalles setulipennis (#ref){16450},Animalia
16419,16419,Acalles solari,Acalles solari{16419},Animalia
16438,16438,Acalles sophiae,Acalles sophiae{16438},Animalia
409296,409296,Acalles squamosus,Acalles squamosus{409296},Animalia
409297,409297,Acalles sulcatus,Acalles sulcatus{409297},Animalia
16457,16457,Acalles temperei (#ref),Acalles temperei (#ref){16457},Animalia
16471,16471,Acalles teter,Acalles teter{16471},Animalia
16464,16464,Acalles tibialis (#ref),Acalles tibialis (#ref){16464},Animalia
16482,16482,Acalles tuberculatus,Acalles tuberculatus{16482},Animalia
16454,16454,Acalles turbatus,Acalles turbatus{16454},Animalia
409298,409298,Acalles variegatus,Acalles variegatus{409298},Animalia
409294,409294,Acalles variolosus,Acalles variolosus{409294},Animalia
16409,16409,Acallocrates denticollis (#ref),Acallocrates denticollis (#ref){16409},Animalia
16412,16412,Acallocrates minutesquamosus (#ref),Acallocrates minutesquamosus (#ref){16412},Animalia
188682,188682,Acallocrates (#ref),Acallocrates (#ref){188682},Animalia
752265,752265,Acalymma albipe (#ref),Acalymma albipe (#ref){752265},Animalia
752266,752266,Acalymma bivittatum (#ref),Acalymma bivittatum (#ref){752266},Animalia
761106,761106,Acalymma bivittulum amazonum (#ref),Acalymma bivittulum amazonum (#ref){761106},Animalia
784604,784604,Acalymma bivittulum (#ref),Acalymma bivittulum (#ref){784604},Animalia
752267,752267,Acalymma innubum (#ref),Acalymma innubum (#ref){752267},Animalia
745896,745896,Acalymma (#ref),Acalymma (#ref){745896},Animalia
752268,752268,Acalymma suturale (#ref),Acalymma suturale (#ref){752268},Animalia
630965,630965,Acalypha alnifolia,Acalypha alnifolia{630965},Plantae
629002,629002,Acalypha alopecuroidea (#ref),Acalypha alopecuroidea (#ref){629002},Plantae
452852,452852,Acalypha amentacea f. circinata,Acalypha amentacea f. circinata{452852},Plantae
455562,455562,Acalypha amentacea f. wilkesiana,Acalypha amentacea f. wilkesiana{455562},Plantae
445612,445612,Acalypha amentacea (#ref),Acalypha amentacea (#ref){445612},Plantae
447116,447116,Acalypha amentacea subsp. wilkesiana,Acalypha amentacea subsp. wilkesiana{447116},Plantae
630964,630964,Acalypha aristata (#ref),Acalypha aristata (#ref){630964},Plantae
631241,631241,Acalypha arvensis,Acalypha arvensis{631241},Plantae
670984,670984,Acalypha balansae (#ref),Acalypha balansae (#ref){670984},Plantae
710441,710441,Acalypha boehmerioides,Acalypha boehmerioides{710441},Plantae
629003,629003,Acalypha chamaedrifolia (#ref),Acalypha chamaedrifolia (#ref){629003},Plantae
452853,452853,Acalypha circinata,Acalypha circinata{452853},Plantae
707279,707279,Acalypha colorata,Acalypha colorata{707279},Plantae
631242,631242,Acalypha corchorifolia,Acalypha corchorifolia{631242},Plantae
631243,631243,Acalypha corensis,Acalypha corensis{631243},Plantae
733251,733251,Acalypha diversifolia (#ref),Acalypha diversifolia (#ref){733251},Plantae
766156,766156,Acalypha diversifolia var. carpinifolia,Acalypha diversifolia var. carpinifolia{766156},Plantae
766157,766157,Acalypha diversifolia var. leptostachya,Acalypha diversifolia var. leptostachya{766157},Plantae
705757,705757,Acalypha filiformis (#ref),Acalypha filiformis (#ref){705757},Plantae
707283,707283,Acalypha filiformis var. arborea,Acalypha filiformis var. arborea{707283},Plantae
445613,445613,Acalypha godseffiana (#ref),Acalypha godseffiana (#ref){445613},Plantae
448415,448415,Acalypha godseffiana var. godseffiana (#ref),Acalypha godseffiana var. godseffiana (#ref){448415},Plantae
447117,447117,Acalypha godseffiana var. heterophylla (#ref),Acalypha godseffiana var. heterophylla (#ref){447117},Plantae
707756,707756,Acalypha grandifolia,Acalypha grandifolia{707756},Plantae
672493,672493,Acalypha grandis (#ref),Acalypha grandis (#ref){672493},Plantae
674218,674218,Acalypha grandis var. genuina (#ref),Acalypha grandis var. genuina (#ref){674218},Plantae
448452,448452,Acalypha hispida 'Alba' (#ref),Acalypha hispida 'Alba' (#ref){448452},Plantae
445614,445614,Acalypha hispida (#ref),Acalypha hispida (#ref){445614},Plantae
455665,455665,Acalypha hispida var. alba,Acalypha hispida var. alba{455665},Plantae
629004,629004,Acalypha indica (#ref),Acalypha indica (#ref){629004},Plantae
705759,705759,Acalypha integrifolia (#ref),Acalypha integrifolia (#ref){705759},Plantae
707090,707090,Acalypha integrifolia subsp. integrifolia (#ref),Acalypha integrifolia subsp. integrifolia (#ref){707090},Plantae
707071,707071,Acalypha integrifolia subsp. panduriformis (#ref),Acalypha integrifolia subsp. panduriformis (#ref){707071},Plantae
707280,707280,Acalypha integrifolia var. concolor,Acalypha integrifolia var. concolor{707280},Plantae
707105,707105,Acalypha lanceolata (#ref),Acalypha lanceolata (#ref){707105},Plantae
445615,445615,Acalypha lepinei (#ref),Acalypha lepinei (#ref){445615},Plantae
766158,766158,Acalypha leptostachya,Acalypha leptostachya{766158},Plantae
766159,766159,Acalypha leptostachya var. carpinifolia,Acalypha leptostachya var. carpinifolia{766159},Plantae
637563,637563,Acalypha macrophylla,Acalypha macrophylla{637563},Plantae
631244,631244,Acalypha macrostachys,Acalypha macrostachys{631244},Plantae
631245,631245,Acalypha marginata,Acalypha marginata{631245},Plantae
637564,637564,Acalypha musaica,Acalypha musaica{637564},Plantae
670985,670985,Acalypha pancheriana (#ref),Acalypha pancheriana (#ref){670985},Plantae
631246,631246,Acalypha poiretii (#ref),Acalypha poiretii (#ref){631246},Plantae
452895,452895,Acalypha polynesiaca,Acalypha polynesiaca{452895},Plantae
670986,670986,Acalypha pulchrespicata (#ref),Acalypha pulchrespicata (#ref){670986},Plantae
445616,445616,Acalypha raivavensis (#ref),Acalypha raivavensis (#ref){445616},Plantae
445617,445617,Acalypha rapensis (#ref),Acalypha rapensis (#ref){445617},Plantae
188683,188683,Acalypha (#ref),Acalypha (#ref){188683},Plantae
631247,631247,Acalypha reptans,Acalypha reptans{631247},Plantae
707281,707281,Acalypha reticulata,Acalypha reticulata{707281},Plantae
766160,766160,Acalypha samydifolia,Acalypha samydifolia{766160},Plantae
631248,631248,Acalypha sanderi,Acalypha sanderi{631248},Plantae
637565,637565,Acalypha sanderiana,Acalypha sanderiana{637565},Plantae
707760,707760,Acalypha spiciflora,Acalypha spiciflora{707760},Plantae
452856,452856,Acalypha stokesii,Acalypha stokesii{452856},Plantae
631249,631249,Acalypha tricolor,Acalypha tricolor{631249},Plantae
452857,452857,Acalypha tubuaiensis,Acalypha tubuaiensis{452857},Plantae
699977,699977,Acalypha vedeliana,Acalypha vedeliana{699977},Plantae
79713,79713,Acalypha virginica (#ref),Acalypha virginica (#ref){79713},Plantae
455000,455000,Acalypha wilkesiana f. appendiculata,Acalypha wilkesiana f. appendiculata{455000},Plantae
452858,452858,Acalypha wilkesiana f. circinata,Acalypha wilkesiana f. circinata{452858},Plantae
452859,452859,Acalypha wilkesiana (#ref),Acalypha wilkesiana (#ref){452859},Plantae
237424,237424,Acalypta brunnea (#ref),Acalypta brunnea (#ref){237424},Animalia
237425,237425,Acalypta carinata (#ref),Acalypta carinata (#ref){237425},Animalia
237426,237426,Acalypta finitima (#ref),Acalypta finitima (#ref){237426},Animalia
237427,237427,Acalypta gracilis (#ref),Acalypta gracilis (#ref){237427},Animalia
237428,237428,Acalypta hellenica (#ref),Acalypta hellenica (#ref){237428},Animalia
237429,237429,Acalypta marginata (#ref),Acalypta marginata (#ref){237429},Animalia
237430,237430,Acalypta musci (#ref),Acalypta musci (#ref){237430},Animalia
237431,237431,Acalypta nigrina (#ref),Acalypta nigrina (#ref){237431},Animalia
237432,237432,Acalypta nigrinervis (#ref),Acalypta nigrinervis (#ref){237432},Animalia
51735,51735,Acalypta parvula (#ref),Acalypta parvula (#ref){51735},Animalia
237433,237433,Acalypta platycheila (#ref),Acalypta platycheila (#ref){237433},Animalia
188684,188684,Acalypta (#ref),Acalypta (#ref){188684},Animalia
237434,237434,Acalypta suturalis (#ref),Acalypta suturalis (#ref){237434},Animalia
237435,237435,Acalypta visolensis (#ref),Acalypta visolensis (#ref){237435},Animalia
252266,252266,Acalypta visolensis visolensis (#ref),Acalypta visolensis visolensis (#ref){252266},Animalia
456352,456352,Acalyptophis peronii (#ref),Acalyptophis peronii (#ref){456352},Animalia
456399,456399,Acalyptophis (#ref),Acalyptophis (#ref){456399},Animalia
245307,245307,Acalyptris minimella (#ref),Acalyptris minimella (#ref){245307},Animalia
245306,245306,Acalyptris platani (#ref),Acalyptris platani (#ref){245306},Animalia
210766,210766,Acalyptris (#ref),Acalyptris (#ref){210766},Animalia
15772,15772,Acalyptus carpini (#ref),Acalyptus carpini (#ref){15772},Animalia
409198,409198,Acalyptus caucasicus,Acalyptus caucasicus{409198},Animalia
409197,409197,Acalyptus fuscipes,Acalyptus fuscipes{409197},Animalia
188685,188685,Acalyptus (#ref),Acalyptus (#ref){188685},Animalia
409195,409195,Acalyptus rufipennis,Acalyptus rufipennis{409195},Animalia
409199,409199,Acalyptus salicis,Acalyptus salicis{409199},Animalia
15773,15773,Acalyptus sericeus (#ref),Acalyptus sericeus (#ref){15773},Animalia
687526,687526,Acamarchis jolloisii,Acamarchis jolloisii{687526},Animalia
687293,687293,Acamasina laxissima,Acamasina laxissima{687293},Animalia
687299,687299,Acamas laxissima,Acamas laxissima{687299},Animalia
687025,687025,Acamas violacea,Acamas violacea{687025},Animalia
228585,228585,Acampsis alternipes (#ref),Acampsis alternipes (#ref){228585},Animalia
209010,209010,Acampsis (#ref),Acampsis (#ref){209010},Animalia
697940,697940,Acamptogorgia ceylonensis,Acamptogorgia ceylonensis{697940},Animalia
774268,774268,Acamptus interstitialis (#ref),Acamptus interstitialis (#ref){774268},Animalia
774267,774267,Acamptus (#ref),Acamptus (#ref){774267},Animalia
657750,657750,Acanalonia (#ref),Acanalonia (#ref){657750},Animalia
657751,657751,Acanalonia viriditerminata (#ref),Acanalonia viriditerminata (#ref){657751},Animalia
184999,184999,Acanaloniidae (#ref),Acanaloniidae (#ref){184999},Animalia
553479,553479,Acanella giglioti,Acanella giglioti{553479},Animalia
553478,553478,Acanella mediterranea,Acanella mediterranea{553478},Animalia
79714,79714,Acanos spina,Acanos spina{79714},Plantae
691897,691897,Acanthacaris opipara,Acanthacaris opipara{691897},Animalia
594515,594515,Acanthacaris (#ref),Acanthacaris (#ref){594515},Animalia
595877,595877,Acanthacaris tenuimana (#ref),Acanthacaris tenuimana (#ref){595877},Animalia
188686,188686,Acanthacarnus,Acanthacarnus{188686},Animalia
653525,653525,Acanthacarnus radovani,Acanthacarnus radovani{653525},Animalia
187410,187410,Acanthaceae (#ref),Acanthaceae (#ref){187410},Plantae
719735,719735,Acanthaclisis baetica,Acanthaclisis baetica{719735},Animalia
219994,219994,Acanthaclisis occitanica (#ref),Acanthaclisis occitanica (#ref){219994},Animalia
211750,211750,Acanthaclisis (#ref),Acanthaclisis (#ref){211750},Animalia
754937,754937,Acanthagrion apicale (#ref),Acanthagrion apicale (#ref){754937},Animalia
754938,754938,Acanthagrion ascendens (#ref),Acanthagrion ascendens (#ref){754938},Animalia
754939,754939,Acanthagrion egleri (#ref),Acanthagrion egleri (#ref){754939},Animalia
754940,754940,Acanthagrion indefensum (#ref),Acanthagrion indefensum (#ref){754940},Animalia
754941,754941,Acanthagrion inexpectum (#ref),Acanthagrion inexpectum (#ref){754941},Animalia
777291,777291,Acanthagrion luteum,Acanthagrion luteum{777291},Animalia
746479,746479,Acanthagrion (#ref),Acanthagrion (#ref){746479},Animalia
